dataset,count,mean,median,std,min,max,ci95_low,ci95_high,boot_ci95_low,boot_ci95_high
BD006,10,0.2604227714325341,0.28932150046152644,0.09137285036868854,0.0699300699300699,0.3536521282186021,0.19505857190145354,0.3257869709636147,0.20398000121110768,0.30945975492357125
BD007,10,0.299839123127554,0.32488117256329174,0.11959422935471443,0.0,0.4097693351424694,0.2142865652423056,0.3853916810128024,0.21959611283753439,0.3600566057210033
BD020,10,0.28925920140310196,0.35808606493708245,0.17628314926117852,0.0,0.4766146993318485,0.1631538331697446,0.4153645696364593,0.1838400111233446,0.3866659439181911
BD025,10,0.3188635155213308,0.34636135366239873,0.12364996010086605,0.0,0.4260869565217391,0.23040966263799356,0.40731736840466803,0.23590905547750257,0.3772230696601249
BD035,10,0.25766984191134956,0.31544035105623025,0.13132929526994966,0.0159189580318379,0.3807040417209908,0.16372252358140926,0.35161716024128986,0.17488734993139748,0.3268747397655108
BD036,10,0.26166711926176517,0.3142075594981007,0.14750642440268344,0.0,0.4505494505494505,0.1561473798876586,0.36718685863587175,0.17245727302518152,0.3413793737779758
BD037,10,0.33108375017397595,0.37975875059404707,0.10976444245687694,0.0909090909090909,0.4392523364485981,0.2525629982304893,0.40960450211746263,0.2635996267145785,0.3892573455759109
BD038,10,0.3487855705197045,0.3544717295365927,0.04011684756962518,0.2834890965732087,0.4032723772858517,0.3200877065642916,0.3774834344751174,0.3238675660978427,0.3714274935871135
BD039,10,0.29343904952198574,0.34795110214678654,0.15810346311170898,0.0332326283987915,0.4605009633911368,0.18033864532435198,0.4065394537196195,0.19864984187131624,0.38305580870739614
BD041,10,0.2462849629909425,0.24028337449629525,0.11529268997805733,0.0,0.4173343044428259,0.1638095410051665,0.32876038497671844,0.17622726793428484,0.31000662340186674
BD049,10,0.41412540718993485,0.44272029086773323,0.09899719075203715,0.2264150943396226,0.5130142737195634,0.3433070831120201,0.4849437312678496,0.35192430643728195,0.4672697414816405
BD051,10,0.39990141530888323,0.4362556675106004,0.18610883698640904,0.0,0.5994993742177721,0.26676717350519735,0.5330356571125692,0.2832975656359942,0.49825532165677605
BD057,10,0.4811517387108804,0.4677453916388362,0.08841176479593266,0.3432203389830508,0.6318289786223278,0.4179057721934932,0.5443977052282676,0.43013228737817605,0.5330520814553722
BD058,10,0.4082888927469213,0.4392894023975934,0.09331164669503286,0.2279411764705882,0.5263628239499554,0.3415377618744855,0.47504002361935715,0.3496218103854448,0.457759077930062
BD060,10,0.41052135020137703,0.4438124394466416,0.15790244128997916,0.0,0.5828065739570165,0.29756474835217206,0.523477952050582,0.30679540323595356,0.4866713603983944
