dataset,count,mean,median,std,min,max,ci95_low,ci95_high,boot_ci95_low,boot_ci95_high
GoM-IEA-Wind-CM-SM,6,0.7926394830084705,0.7657088122605364,0.10550259059481092,0.6878980891719745,0.9655172413793104,0.6819213043369211,0.90335766168002,0.7200300517014772,0.8724204170283678
IEA-Wind-CM-AE,6,0.7594437793924702,0.7587075226835263,0.019065057726016205,0.735632183908046,0.7914438502673797,0.7394362283381145,0.7794513304468259,0.7464325040171412,0.7733039717877395
IEA-Wind-CM-AM,6,0.7790389643248786,0.7894736842105263,0.04623226395934184,0.7155172413793104,0.8377358490566038,0.7305211788128667,0.8275567498368905,0.7445887366085482,0.8124055161271709
IEA-Wind-CM-AR,6,0.8270638129884759,0.8239784463403682,0.0683421202215322,0.7151515151515152,0.9285714285714286,0.7553431563219439,0.8987844696550078,0.773427102694828,0.8759088927688073
IEA-Wind-CM-BK,6,0.7781860096000518,0.7646306818181818,0.035197700590041646,0.7466666666666667,0.8381742738589212,0.7412482881584742,0.8151237310416294,0.7553339850114044,0.8058602625025205
IEA-Wind-CM-BS,6,0.801414998392533,0.8254187604690117,0.06840090034216825,0.676923076923077,0.8648648648648649,0.7296326557724883,0.8731973410125778,0.7468007687783036,0.8443931625778359
IEA-Wind-CM-CCDB,6,0.7804455199642448,0.7872508872508872,0.07952194443497256,0.6437768240343348,0.8625,0.6969923573203565,0.8638986826081332,0.7192191889824452,0.8323820341209452
IEA-Wind-CM-CH,6,0.7383611060323236,0.7211057443505262,0.07302278622052502,0.651685393258427,0.823943661971831,0.6617283916479993,0.8149938204166479,0.6871959393689594,0.7895953143968751
IEA-Wind-CM-CP,6,0.7781911262562038,0.7693047034764826,0.06475449572610954,0.7049180327868853,0.8932038834951457,0.7102354505977322,0.8461468019146754,0.7356633439536173,0.8283525448096514
IEA-Wind-CM-DB,6,0.7644094133219203,0.7500870170553429,0.07314815748697849,0.6844444444444444,0.8611111111111112,0.6876451298623607,0.8411736967814798,0.7126830164798287,0.8197157622739019
IEA-Wind-CM-DGA,6,0.7658433662513446,0.772461456671983,0.06973909510372754,0.6857142857142857,0.8471615720524017,0.6926566743553975,0.8390300581472918,0.7150344409576511,0.8146042211405211
IEA-Wind-CM-DoP,6,0.7528112631955745,0.7504157948387788,0.04356872755573412,0.6935483870967742,0.8064516129032258,0.7070886877136688,0.7985338386774801,0.7210217685103529,0.784600757880796
IEA-Wind-CM-HRP,6,0.8163632451095507,0.7994978479196557,0.0548433913000255,0.7490909090909091,0.8888888888888888,0.7588086356665426,0.8739178545525589,0.7777498413240722,0.8567700491819732
IEA-Wind-CM-JB,6,0.8157376062789959,0.7954385203666541,0.06781570096482287,0.7532467532467533,0.925925925925926,0.7445693927419823,0.8869058198160096,0.7705710097609503,0.8675164341831009
IEA-Wind-CM-JL,6,0.803507540510458,0.8063240640196403,0.06599902305660166,0.6984126984126984,0.8759124087591241,0.7342458135165435,0.8727692675043726,0.7548600957008343,0.8482599921398783
IEA-Wind-CM-JMF,6,0.7257762613007309,0.7203125,0.0491754973210302,0.6666666666666666,0.7832699619771863,0.6741697418024324,0.7773827807990294,0.6911458333333332,0.7618761339566298
IEA-Wind-CM-KS,6,0.7775560849136798,0.7810427968655816,0.032214937049164345,0.7410714285714286,0.8269230769230769,0.7437485818372811,0.8113635879900785,0.755376402122842,0.8004426129426129
IEA-Wind-CM-LM,6,0.8268435452531362,0.818720440725534,0.071079321084603,0.7446808510638298,0.9375,0.7522503724473437,0.9014367180589287,0.7773690810936009,0.8807472413596967
IEA-Wind-CM-LP,6,0.7778402089526049,0.7732926770243453,0.07558319205663291,0.6605504587155964,0.8609271523178808,0.6985205134312712,0.8571599044739385,0.7237480836998431,0.8308191257449823
IEA-Wind-CM-MB,6,0.7740068376114352,0.7511796733212341,0.07818675986772854,0.6984126984126984,0.8970588235294118,0.6919548652382518,0.8560588099846186,0.7212257205893632,0.8333084874996946
IEA-Wind-CM-MM,6,0.8417117660643187,0.842674253200569,0.030089268547051826,0.7916666666666666,0.8793774319066148,0.8101350152726413,0.8732885168559962,0.818497209094898,0.862107504829912
IEA-Wind-CM-MaS,6,0.7440001497136928,0.7349500857114046,0.06330873470451524,0.6753246753246753,0.8214285714285714,0.6775617071980548,0.8104385922293308,0.699976644483291,0.7902097902097901
IEA-Wind-CM-MiS,6,0.7579527899691829,0.757417278487378,0.053250830131749166,0.6778242677824268,0.84,0.7020694709748784,0.8138361089634875,0.7182111524540357,0.7967507560145597
IEA-Wind-CM-NREL,6,0.8024066483572536,0.8040460210930009,0.07924049340901158,0.6782006920415224,0.9154929577464788,0.719248850450894,0.8855644462636132,0.744258543527952,0.8573946617896356
IEA-Wind-CM-OB,6,0.8064967245343894,0.8030070811911922,0.06283736876275058,0.7293233082706767,0.9066666666666666,0.7405529502374723,0.8724404988313065,0.7629742571637769,0.8531586924178588
IEA-Wind-CM-PB,6,0.7446125538941123,0.7719173575470457,0.07191259380573806,0.6373626373626373,0.8102189781021898,0.6691449149970076,0.820080192791217,0.6899813375158105,0.7940454452164118
IEA-Wind-CM-SEWC,6,0.7988273680903003,0.8024446076102449,0.03863005220471961,0.734375,0.8369565217391305,0.7582876145356251,0.8393671216449755,0.7686354713118649,0.8242448208942363
IEA-Wind-CM-SG,6,0.8149487372093236,0.7941539179415391,0.05584707016638034,0.7731629392971247,0.9230769230769232,0.7563408313929523,0.8735566430256949,0.7831650250201486,0.8613799872890208
IEA-Wind-CM-TRE,6,0.7639335927650509,0.7602981029810298,0.045314521248531726,0.7159533073929961,0.8148148148148148,0.7163789191620178,0.811488266368084,0.7331094444836497,0.7957001592916693
IEA-Wind-CM-UNO,6,0.783947721271161,0.7730219199393662,0.03007552873574218,0.7474747474747475,0.8263473053892215,0.7523853895271573,0.8155100530151647,0.7633953932296474,0.8060571690058924
IEA-Wind-CM-VC,6,0.8251165928872278,0.827144002137323,0.07881085504042504,0.7252747252747253,0.9557522123893806,0.7424096727971297,0.907823512977326,0.7715442452284558,0.882023340929996
