dataset,count,mean,median,std,min,max,ci95_low,ci95_high,boot_ci95_low,boot_ci95_high
pr-academics,6,0.3071932310639775,0.31641501191122057,0.04681577694216117,0.2446856625961103,0.358830146231721,0.2580630862314529,0.3563233758965021,0.2728860209975161,0.3399381488441515
pr-businesses,6,0.24647818492749007,0.2540265972381754,0.07767656035398994,0.1211146838156484,0.3370165745856354,0.1649616341074816,0.32799473574749854,0.1892146612322517,0.2988095254545804
pr-fishers,6,0.20859449227155355,0.19646132323439305,0.06673059195154174,0.1385767790262172,0.2968460111317254,0.13856503080624955,0.27862395373685755,0.16277859499001923,0.25889741902618457
pr-managers,6,0.19768431905693304,0.2130895420369104,0.062310026080136076,0.1038696537678207,0.2565535023635582,0.13229395696559,0.2630746811482761,0.1504480375619965,0.2410049711264247
pr-ngos,6,0.310999303520799,0.32052752828851006,0.03671277050458731,0.2425167990226023,0.3430656934306569,0.272471613713963,0.34952699332763504,0.2819197015087617,0.3335090567801124
usvi-academics,6,0.263699729698105,0.2729203967374314,0.04516538995102056,0.186897880539499,0.317004239284032,0.21630155979370408,0.31109789960250595,0.22873806429800211,0.2937912436702686
usvi-businesses,6,0.30286709899463304,0.32007263914420475,0.052603452344748246,0.2112091333679294,0.3485051316376617,0.24766316132248425,0.35807103666678186,0.26012767325087016,0.3363443165340391
usvi-dap,6,0.22119062995651384,0.21717664687245258,0.026515314261672224,0.1936251189343482,0.2603365884063993,0.19336451416727274,0.24901674574575494,0.2034812612348563,0.24140344637838662
usvi-fishers,6,0.25627500170956546,0.25838016973062544,0.08344938637692874,0.1356712716967764,0.3419267299864315,0.16870024151816604,0.3438497619009649,0.1953459808776363,0.3139470916530582
usvi-managers,6,0.1966074399169789,0.1646566773381552,0.07686297779935894,0.1439362148552244,0.3461203138622493,0.11594469162579782,0.27727018820815996,0.15389207575874894,0.26007442414143
usvi-ngos,6,0.3210493824891753,0.32188391290292306,0.039759157952668094,0.2703862660944206,0.3882978723404255,0.27932470512139157,0.36277405985695904,0.29303217592089426,0.35155264116228974
