dataset,count,mean,median,std,min,max,ci95_low,ci95_high,boot_ci95_low,boot_ci95_high
100,6,0.3175423601750776,0.27375074581367287,0.10194043112509232,0.2206615314907114,0.4665461121157324,0.21056243860604382,0.42452228174411133,0.24780140426275177,0.3947821530512246
101,6,0.19113197766846277,0.17426845998274565,0.07415494439497229,0.100177304964539,0.2848484848484848,0.11331113614587389,0.26895281919105163,0.1382480908033237,0.2440158645336018
102,6,0.24828189287880606,0.2156224235876083,0.07938044665647373,0.1666666666666666,0.3791574279379157,0.1649772230466405,0.33158656271097164,0.1958161620607046,0.31269399095710493
103,6,0.2490642923048942,0.2246442353132638,0.078335825936736,0.172461752433936,0.3922651933701657,0.16685588468619522,0.3312726999235932,0.19998054237916865,0.3127149039142214
104,6,0.31251841925647,0.30972417017297804,0.06432240625364131,0.230164964650432,0.40337224383917,0.24501619369003047,0.38002064482290954,0.26546496571169514,0.35890409048435906
105,5,0.18415484389757814,0.1771356783919598,0.05722964847803708,0.1308455361360415,0.2804428044280442,0.11309484975254251,0.25521483804261375,0.14497736178799397,0.23473572276319557
107,6,0.4033625150020042,0.3983722972269635,0.08878127177179336,0.3007961232260298,0.5229127432517262,0.31019228424939294,0.4965327457546155,0.3385125270354135,0.468212502968595
108,6,0.1721478516303175,0.16408022456726307,0.05509763061364469,0.1173664122137404,0.2748538011695906,0.11432643439053472,0.2299692688701003,0.13854859032671255,0.21642374030872327
109,6,0.2505352490351513,0.2467425526284536,0.07181368434525431,0.1509889049686444,0.3519441674975074,0.1751714092510011,0.32589908881930146,0.19949165067362992,0.3017630274125885
110,6,0.2640741309605444,0.24954853035645985,0.053871696754105615,0.2022613065326633,0.3585337915234822,0.20753925240511714,0.3206090095159716,0.22940895688766172,0.30609517255641827
111,6,0.24894238374150188,0.22437805226977603,0.058682794221827164,0.1861648016276704,0.3418467583497053,0.1873585680364343,0.31052619944656945,0.2103035918112008,0.2945632756669989
112,6,0.16424814768628188,0.14762956903788804,0.052919626231480825,0.1253101736972705,0.2701664532650448,0.10871240586899149,0.21978388950357225,0.13643372599471723,0.20795396400804425
113,6,0.2051566831062338,0.18627712780457406,0.06347332330710508,0.1376228775692582,0.3205741626794258,0.13854551544511728,0.2717678507673503,0.16562537550511938,0.2574148094083844
