dataset,count,mean,median,std,min,max,ci95_low,ci95_high,boot_ci95_low,boot_ci95_high
BD008,6,0.28037426167701823,0.2875220665943742,0.08042282488677856,0.1721419185282523,0.3879615579160344,0.19597568297971907,0.3647728403743174,0.22082958864093324,0.3371359447695889
BD015,6,0.43872429468678315,0.448086346179314,0.08499100387541565,0.2857142857142857,0.5438996579247435,0.3495317061493842,0.5279168832241821,0.36923837286334704,0.49331565679912287
BD023,6,0.4253685824584002,0.45760927668822404,0.11713064509495429,0.25,0.5540796963946869,0.30244750897174744,0.548289655945053,0.33558044592478287,0.5047392046801743
BD029,6,0.3102543171789804,0.29785463485643426,0.04886423081375002,0.2527472527472527,0.3880208333333333,0.2589744518469276,0.3615341825110332,0.27705914239067747,0.3471749244314953
BD033,6,0.3893090543027597,0.3851414326300069,0.04951383384298808,0.3373493975903614,0.4659090909090909,0.33734747240004004,0.44127063620547935,0.3553598883276319,0.42684541290758604
BD034,6,0.49752715226161287,0.5428052533861663,0.12196092100226674,0.25,0.5647193585337915,0.3695370150872955,0.6255172894359302,0.3964002521656406,0.5548860021864578
BD043,6,0.3048998453411365,0.3384695298817234,0.10791752345805684,0.1052631578947368,0.417989417989418,0.19164735005494074,0.4181523406273323,0.21424051314193568,0.3703332127728535
BD045,6,0.36938141578868716,0.41121489934976896,0.14633818317863248,0.0833333333333333,0.4883303411131059,0.21580891088340323,0.5229539206939711,0.2480606506612647,0.45295377399662046
BD046,6,0.32162819334548165,0.3765002970885324,0.13028795388183614,0.077490774907749,0.4148471615720524,0.18489937109275845,0.45835701559820485,0.21872129845676294,0.40021005302750856
BD053,6,0.3831890931885071,0.4280812036273701,0.17148584071443385,0.064516129032258,0.5353982300884955,0.20322574020525438,0.5631524461717597,0.2446280978511772,0.4898232449636857
BD056,6,0.3302212851080083,0.39917179545627224,0.16980608582200224,0.0,0.45750452079566,0.15202072677516296,0.5084218434408536,0.1889298812355609,0.42592896902206706
BD059,6,0.4023323955161146,0.4530360457317548,0.1740432409411948,0.0606060606060606,0.5217391304347826,0.2196852155894209,0.5849795754428083,0.2559340788779723,0.49856312808035713
BD061,6,0.4170056804469282,0.43203143326296034,0.06270613141202167,0.3075539568345324,0.4748240389821332,0.35119963130315157,0.48281172959070484,0.36725707452740325,0.45814781758467565
BD063,6,0.3748702053608374,0.38736837087102993,0.07449403972012365,0.2612859097127223,0.4450736126840316,0.2966935051187126,0.45304690560296224,0.31737429560365327,0.423860931670303
BD076,6,0.319724668203082,0.372197962154294,0.12622740989153056,0.0697674418604651,0.40625,0.18725712553115093,0.45219221087501305,0.21516871994081244,0.38651344361634726
BD081,6,0.4868193688264298,0.4902998236331569,0.042529207299547706,0.4126984126984127,0.5301204819277109,0.44218770294975995,0.5314510347030996,0.45460940020414525,0.5150810001987762
BD082,6,0.37943109040518436,0.3863131436877647,0.07856959891522294,0.2449664429530201,0.4670280036133695,0.29697735309121653,0.4618848277191522,0.3188423992767113,0.4321986550960954
BD083,6,0.24186167515272375,0.2696687098716296,0.13279778883562862,0.0,0.3842105263157894,0.10249894264923404,0.38122440765621346,0.13682678311499272,0.32542038879074137
BD084,6,0.29685189514323446,0.30579565362174055,0.05412082499884245,0.1965811965811965,0.3504736129905277,0.24005557252887566,0.35364821775759325,0.25308017402597555,0.33008504050452625
BD086,6,0.4194381855000647,0.4374954300616637,0.08517709080540331,0.2800788954635108,0.5056818181818182,0.33005031070621793,0.5088260602939114,0.35468347301689107,0.4775129834570471
BD088,6,0.37187255107404443,0.41807484157210933,0.23453260832550976,0.054054054054054,0.6339434276206323,0.12574567317948887,0.6179994289685999,0.20062766099941778,0.5404769753513151
BD089,6,0.3809648937353287,0.40635835914975527,0.10422012178910343,0.2083333333333333,0.506416584402764,0.27159258353554355,0.4903372039351139,0.3020255314586174,0.4507978153783334
